"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
319,12/31/2023 0:00:00,173,0,16876380,1493948,0,1,0,2993991,0,0,0,0,0,0,0,0,0,0,0,0,2785616,1336819,4210070,8234901,2735842,19303248,0,0,0,0,0,0,0,-3360013,0,3453151,0,0,0,3453151,0,0,0,0,0,287203288,0,0,0,0,0,0,0,0,07/01/2023,909187,306759831,0,0,0,0,0,0,0,0,0,0,0,1099472,0,0,0,0,0,0,0,0,0,0
320,12/31/2023 0:00:00,174,0,5140506,566354,0,1,0,567798,0,0,0,0,0,0,0,0,0,0,0,0,479065,10709551,6315432,756992,0,18261040,499595,985124,0,0,0,1484719,0,-1631363,0,113618,0,0,0,113618,0,0,0,0,0,117079538,0,0,0,0,0,0,0,0,01/01/2023,73200,126608449,0,0,0,0,0,0,0,0,0,0,0,517219,0,0,-13895,0,0,0,0,0,0,0
340,12/31/2023 0:00:00,183,0,16628455,2022802,0,1,0,3415232,0,0,0,0,0,0,0,0,0,0,0,0,6703689,15259541,23878036,62798894,0,108640160,0,0,0,0,0,0,0,-16115937,0,2408112,0,0,0,2408112,0,0,0,0,0,536355382,0,0,0,0,0,0,0,0,01/01/2023,187522,581435464,0,0,0,0,0,0,0,0,0,0,0,3991524,0,0,0,0,0,0,0,0,0,0
352,12/31/2023 0:00:00,188,0,14696358,5811942,832537,1,0,2033411,0,646645,0,0,227690,874336,0,0,0,0,0,0,4308919,1423619,5383917,2001256,0,13117712,27561,64613,0,0,0,92175,0,-1516753,0,3350000,0,0,0,3350000,0,0,0,0,0,388329674,0,0,0,0,0,0,0,0,07/01/2023,118956,434413958,0,0,0,0,0,0,0,0,0,0,0,4630639,0,0,45153,0,0,0,0,0,0,0
361,12/31/2023 0:00:00,193,0,880059,7850562,0,1,0,4770416,0,0,0,0,0,0,0,0,0,0,0,0,5066539,515684,8218627,12113539,1626203,27540592,0,0,0,0,0,0,0,-3850715,0,3697286,0,0,0,3697286,0,0,0,0,0,649076525,0,0,0,0,0,0,0,0,01/01/2023,2113427,707169018,0,0,0,0,0,0,0,0,0,0,0,4560661,0,0,0,0,0,0,0,0,0,0
365,12/31/2023 0:00:00,197,0,0,761788,240549,1,0,230762,83299,0,0,58854,652853,795006,0,0,0,0,0,0,279904,472109,721138,230693,7309,1711152,0,0,0,0,0,0,0,-20556,0,74797,0,0,0,74797,0,0,0,0,0,82965535,0,0,0,0,0,0,0,0,06/01/2023,70253,90248567,0,0,0,0,0,0,0,0,0,0,0,586137,0,103681,0,0,0,0,0,0,0,0
367,12/31/2023 0:00:00,199,0,671657,597647,0,1,0,336207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19096000,0,0,0,19096000,0,0,0,336207,0,0,0,336207,0,0,0,0,0,30823270,0,0,0,0,0,0,0,0,03/01/2023,395391,33958126,0,0,0,0,0,0,0,0,0,0,0,183155,0,0,0,0,0,0,0,0,0,0
370,12/31/2023 0:00:00,201,0,0,297506,0,1,0,48560,0,0,0,0,0,0,0,0,0,0,0,0,1816383,4550000,649000,0,0,7015383,1146000,346000,0,0,0,1492000,0,-17982,0,27692,0,0,0,27692,0,0,0,0,0,19495162,0,0,0,0,0,0,0,0,01/01/2023,0,21363801,0,0,0,0,0,0,0,0,0,0,0,12396,0,0,0,0,0,0,0,0,0,0
373,12/31/2023 0:00:00,203,0,92568,1210255,315384,1,0,329843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5180584,9880496,4959735,13001654,0,33022469,0,0,0,131296,0,0,0,131296,0,0,0,0,0,90775742,0,0,0,0,0,0,0,0,03/01/2023,192744,98784056,0,0,0,0,0,0,0,0,0,0,0,566046,0,0,-37249,0,0,0,0,0,0,0
376,12/31/2023 0:00:00,206,0,0,202533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8664126,0,0,0,0,0,0,0,0,,0,9774868,0,0,0,0,0,0,0,0,0,0,0,27265,0,0,0,0,0,0,0,0,0,0
378,12/31/2023 0:00:00,208,0,0,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164738,0,164738,0,0,0,0,0,0,0,-35262,0,0,0,0,0,0,0,0,0,0,0,6600137,0,0,0,0,0,0,0,0,,0,8330040,0,0,0,0,0,0,0,0,0,0,0,7392,0,0,-22324,0,0,0,0,0,0,0
383,12/31/2023 0:00:00,211,0,0,117926,0,1,0,49040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47109,362000,428629,0,837738,0,0,0,26319,0,0,0,26319,0,0,0,0,0,38409346,0,0,0,0,0,0,0,0,03/01/2023,38945,44320261,0,0,0,0,0,0,0,0,0,0,0,129333,0,0,0,0,0,0,0,0,0,0
389,12/31/2023 0:00:00,214,0,0,547617,0,1,0,834190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10402463,11223122,4569542,11494911,0,37690038,0,0,0,380650,0,0,0,380650,0,0,0,0,0,146475504,0,0,0,0,0,0,0,0,09/01/2023,497631,164819183,0,0,0,0,0,0,0,0,0,0,0,1508108,0,0,0,0,0,0,0,0,0,0
390,12/31/2023 0:00:00,215,0,0,515994,0,1,0,177564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000,0,0,0,105000,0,0,0,0,0,44050775,0,0,0,0,0,0,0,0,01/01/2023,0,50716843,0,0,0,0,0,0,0,0,0,0,0,146205,0,0,0,0,0,0,0,0,0,0
395,12/31/2023 0:00:00,217,0,0,335654,165391,1,0,524991,0,0,0,0,0,0,0,0,0,0,0,0,2810671,529870,1411366,2121793,600912,7474613,3504558,999857,0,0,0,4504415,0,-1408074,0,532346,0,0,0,532346,0,0,0,0,0,103308661,0,0,0,0,0,0,0,0,01/01/2023,56724,112505151,0,0,0,0,0,0,0,0,0,0,0,380363,0,0,0,0,0,0,0,0,0,0
404,12/31/2023 0:00:00,222,0,8323888,1348460,543524,1,0,1472042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021055,46585,23689,52843,0,2144172,0,0,0,555558,0,0,0,555558,0,0,0,0,0,143446111,0,0,0,0,0,0,0,0,Fiscal Year 2022,559175,163915172,0,0,0,0,0,0,0,0,0,0,0,1251927,0,0,0,0,0,0,0,0,0,0
422,12/31/2023 0:00:00,229,0,0,159994,0,1,0,57412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16284,0,0,0,16284,0,0,0,0,0,10378265,0,0,0,0,0,0,0,0,Fiscal Year 2022,25877,11437539,0,0,0,0,0,0,0,0,0,0,0,76997,0,0,0,0,0,0,0,0,0,0
430,12/31/2023 0:00:00,232,0,0,1123818,0,1,0,189000,0,0,0,0,0,0,0,0,0,0,0,0,0,929135,0,0,0,929135,4227000,31897659,3731000,0,0,39855659,0,-70865,0,52813,0,0,0,52813,0,0,0,0,0,99729573,0,0,0,0,0,0,0,0,01/01/2023,0,108589907,0,0,0,0,0,0,0,0,0,0,0,764567,0,0,0,0,0,0,0,0,0,0
435,12/31/2023 0:00:00,235,0,106139773,6252605,1157228,1,0,14597961,0,0,0,0,0,0,0,0,0,0,0,0,283595940,85751699,288794115,380038941,54511926,1092692621,0,0,0,0,0,0,0,-121397285,0,5006000,0,0,0,5006000,0,0,0,0,0,2634826049,0,0,0,0,0,0,0,0,01/01/2023,8334459,2805589693,0,0,0,0,0,0,0,0,0,0,0,10258844,0,0,2120269,0,0,1,717108,0,0,0
444,12/31/2023 0:00:00,239,0,0,362192,0,1,0,36480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20715,0,0,0,20715,0,0,0,0,0,13104272,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,15822158,0,0,0,0,0,0,0,0,0,0,0,49796,0,0,0,0,0,0,0,0,0,0
452,12/31/2023 0:00:00,240,0,0,224708,0,1,0,28673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13223,0,0,0,-13223,0,0,0,0,0,35920289,0,0,0,0,0,0,0,0,01/01/2023,9401,38738830,0,0,0,0,0,0,0,0,0,0,0,171468,0,0,0,0,0,0,0,0,0,0
464,12/31/2023 0:00:00,246,0,51597,1793418,0,1,0,663897,0,0,0,0,0,0,0,0,0,0,0,0,5438538,3174069,0,0,0,8612607,0,0,0,0,0,0,0,-338323,0,496778,0,0,0,496778,0,0,0,0,0,83286317,0,0,0,0,0,0,0,0,06/01/2023,418000,91974199,0,0,0,0,0,0,0,0,0,0,0,298384,0,0,0,0,0,0,0,0,0,0
473,12/31/2023 0:00:00,252,0,0,1179309,279951,1,0,272017,0,0,0,0,0,0,0,0,0,0,0,0,0,892459,22202642,32725461,0,55820562,0,0,0,0,0,0,0,-8051087,0,226712,0,0,0,226712,0,0,0,0,0,145532655,0,0,0,0,0,0,0,0,03/01/2023,52096,167084647,0,0,0,0,0,0,0,0,0,0,0,674575,0,0,-601215,0,0,0,0,0,0,0
475,12/31/2023 0:00:00,253,0,0,826743,0,1,0,246472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4970493,2507892,111628,0,0,7590013,0,0,0,198494,0,0,0,198494,0,0,0,0,0,57301659,0,0,0,0,0,0,0,0,01/01/2023,141994,62660826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,12/31/2023 0:00:00,255,0,7098,483283,0,1,0,2029349,0,0,0,0,0,0,0,0,0,0,0,0,1368144,3997670,6728956,7716608,0,19811378,0,0,0,0,0,0,0,-1931554,0,1375593,0,0,0,1375593,0,0,0,0,0,212246284,0,0,0,0,0,0,0,0,01/01/2023,759486,244784337,0,0,0,0,0,0,0,0,0,0,0,939323,0,0,0,0,0,1170,14436174,0,0,0
479,12/31/2023 0:00:00,256,0,0,1117046,0,1,0,138722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733000,4468000,1238000,0,0,7439000,0,0,0,89072,0,0,0,89072,0,0,0,0,0,52571767,0,0,0,0,0,0,0,0,01/01/2023,20868,59522252,0,0,0,0,0,0,0,0,0,0,0,447455,0,0,0,0,0,0,0,0,0,0
484,12/31/2023 0:00:00,257,0,0,82561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,2223000,0,0,0,3723000,0,0,0,0,0,0,0,0,0,0,0,0,0,15837136,0,0,0,0,0,0,0,0,,0,18888916,0,0,0,0,0,0,0,0,0,0,0,51891,0,0,0,0,0,0,0,0,0,0
489,12/31/2023 0:00:00,259,0,0,3457558,0,1,0,1703715,0,0,0,0,0,0,0,0,0,0,0,0,865132,1219937,567903,579016,635902,3867890,0,0,0,0,0,0,0,-193457,0,1057085,0,0,0,1057085,0,0,0,0,0,202922239,0,0,0,0,0,0,0,0,01/01/2023,0,225145627,0,0,0,0,0,0,0,0,0,0,0,2293662,0,0,0,0,0,0,0,0,0,0
490,12/31/2023 0:00:00,260,0,100,698828,0,1,0,185322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100815,0,0,0,100815,0,0,0,0,0,66221547,0,0,0,0,0,0,0,0,Fiscal Year 2022,54465,73081631,0,0,0,0,0,0,0,0,0,0,0,489515,0,0,0,0,0,0,0,0,0,0
511,12/31/2023 0:00:00,271,0,10488571,884442,6656,1,0,345441,0,0,0,0,0,0,0,0,0,0,0,0,5964150,7448900,1955600,0,0,15368650,8449081,6500000,0,0,0,14949081,0,-634631,0,338552,0,0,0,338552,0,0,0,0,0,142120769,0,0,0,10,147750,147750,0,0,01/01/2023,127797,159361966,0,0,0,0,0,0,0,0,0,0,0,953314,0,0,0,0,0,0,0,0,0,0
514,12/31/2023 0:00:00,272,0,0,130,0,1,0,21883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66750,0,0,0,66750,0,0,0,0,0,9751107,0,0,0,0,0,0,0,0,01/01/2023,14586,11718077,0,0,0,0,0,0,0,0,0,0,0,3289,0,0,0,0,0,0,0,0,0,0
517,12/31/2023 0:00:00,274,0,0,357451,602,1,0,81849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,100000,0,0,0,0,0,29666043,0,0,0,0,0,0,0,0,01/01/2023,0,32469501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,12/31/2023 0:00:00,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,2148950,0,0,0,0,0,0,0,0,,0,2500283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,12/31/2023 0:00:00,277,0,94591655,4204465,2931572,1,0,4843418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3392524,0,0,0,3392524,0,0,0,0,0,882570843,6,79889,79889,0,0,0,6,79889,07/01/2023,0,974177741,0,0,0,0,0,0,0,0,0,0,0,4654852,0,0,0,0,0,0,0,0,0,0
538,12/31/2023 0:00:00,282,0,0,247131,0,1,0,91320,0,0,0,0,0,0,0,0,0,0,0,0,438078,890119,0,0,0,1328197,0,0,0,0,0,0,0,-32026,0,59786,0,0,0,59786,0,0,0,0,0,25877513,0,0,0,0,0,0,0,0,01/01/2023,12883,28211311,0,0,0,0,0,0,0,0,0,0,0,51403,0,0,-2946,0,0,0,0,0,0,0
566,12/31/2023 0:00:00,290,0,332355762,15102766,8131617,1,0,25480602,25734,0,0,30068149,441366,30535248,632903,29534,69135,81937,3427,816937,110748583,11387601,82695152,69791671,768258,275391265,0,0,0,0,0,0,0,-27874932,0,17849103,0,0,12791,17861894,0,0,0,0,23530,3015107222,1,119619,119619,0,0,0,1,119619,01/01/2023,3888630,3344226897,0,0,0,0,0,0,0,0,0,0,0,22629454,0,2740833,0,0,0,0,0,0,0,0
567,12/31/2023 0:00:00,291,0,0,363838,2400,1,0,16932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,6000,0,0,0,0,0,14331329,0,0,0,0,0,0,0,0,03/01/2023,0,15727404,0,0,0,0,0,0,0,0,0,0,0,6571,0,0,0,0,0,0,0,0,0,0
577,12/31/2023 0:00:00,293,0,0,97192,14291,1,0,89787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17543,0,0,332,17875,0,0,0,0,284,13367342,0,0,0,0,0,0,0,0,01/01/2023,70212,15427126,0,0,0,0,0,0,0,0,0,0,0,121623,0,0,0,0,0,0,0,0,0,0
594,12/31/2023 0:00:00,302,0,2562681,826210,312653,1,0,558820,0,0,0,0,0,0,0,0,0,0,0,0,26270969,43722650,8781376,6120279,0,84895275,0,0,0,0,0,0,0,-4115564,0,441640,0,0,0,441640,0,0,0,0,1427,253517383,0,0,0,0,0,0,0,0,10/01/2023,146342,271028904,0,0,0,0,0,0,0,0,0,0,0,1171792,0,0,0,0,0,0,0,0,0,0
606,12/31/2023 0:00:00,307,0,0,1772533,0,1,0,160956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97540000,115975000,38000000,0,0,251515000,0,0,0,12500,0,0,0,12500,0,0,0,0,0,356000475,0,0,0,0,0,0,0,0,01/01/2023,84432,401777179,0,0,0,0,0,0,0,0,0,0,0,1270113,0,0,0,0,0,0,0,0,0,0
609,12/31/2023 0:00:00,309,0,0,525822,0,1,0,99592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16462,0,0,0,16462,0,0,0,0,0,23904726,0,0,0,0,0,0,0,0,03/01/2023,58274,26575372,0,0,0,0,0,0,0,0,0,0,0,110739,0,0,0,0,0,0,0,0,0,0
613,12/31/2023 0:00:00,311,0,1000000,871450,71664,1,0,248710,0,0,0,0,0,0,0,0,0,0,0,0,0,339574,538271,952629,0,1830474,7325000,19740075,4950000,0,0,32015075,0,-306186,0,86094,0,0,0,86094,0,0,0,0,0,71362380,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,79377434,0,0,0,0,0,0,0,0,0,0,0,310365,0,0,0,0,0,0,0,0,0,0
616,12/31/2023 0:00:00,314,0,0,436434,0,1,0,361199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,900000,0,0,0,1600000,0,0,0,34853,0,0,0,34853,0,0,0,0,0,32859693,0,0,0,0,0,0,0,0,01/01/2023,0,37730124,0,0,0,0,0,0,0,0,0,0,0,727668,0,0,0,0,0,0,0,0,0,0
619,12/31/2023 0:00:00,316,0,259069725,7301626,0,1,0,63929111,0,0,0,0,0,0,0,0,0,0,0,0,2128145,241207,404,57624,0,2427380,0,0,0,0,0,0,0,-82237,0,26801552,0,0,0,26801552,0,0,0,0,0,1726315363,0,0,0,0,0,0,0,0,03/01/2023,53763497,1991605877,0,0,0,0,0,0,0,0,0,0,0,630234,0,0,0,0,0,82,9433661,0,0,0
620,12/31/2023 0:00:00,317,0,0,278873,0,1,0,166649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15900,0,0,0,-15900,0,0,0,0,0,15636874,0,0,0,0,0,0,0,0,01/01/2023,0,18209508,0,0,0,0,0,0,0,0,0,0,0,52930,0,0,0,0,0,0,0,0,0,0
624,12/31/2023 0:00:00,321,0,162545825,2077672,0,1,0,11112446,0,0,0,0,0,0,0,0,0,0,0,0,25035472,8733820,39588572,3103882,0,76461746,0,0,0,0,0,0,0,-8595607,0,12053677,0,0,0,12053677,0,0,0,0,0,1347274814,0,0,0,0,0,0,0,0,01/01/2023,729122,1460885777,0,0,0,0,0,0,0,0,0,0,0,4160144,0,0,0,4327,52558099,0,0,0,0,0
640,12/31/2023 0:00:00,328,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5427572,0,0,0,0,0,0,0,0,,0,6424919,0,0,0,0,0,0,0,0,0,0,0,13774,0,0,0,0,0,0,0,0,0,0
644,12/31/2023 0:00:00,330,0,0,1235843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401037,8053383,16078049,17733889,0,42266358,0,0,0,0,0,0,0,-5582627,0,0,0,0,0,0,0,0,0,0,0,157311690,0,0,0,0,0,0,0,0,,0,167700635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,12/31/2023 0:00:00,334,0,0,173471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248943,1235522,1368606,0,0,2853071,0,0,0,0,0,0,0,-154765,0,0,0,0,0,0,0,0,0,0,0,10248623,0,0,0,0,0,0,0,0,,0,11096578,0,0,0,0,0,0,0,0,0,0,0,22695,0,0,0,0,0,0,0,0,0,0
649,12/31/2023 0:00:00,335,0,0,823862,0,1,0,848815,0,0,0,0,1029794,1029794,0,0,0,0,0,0,7237397,0,0,0,0,7237397,9398000,14192000,3732000,0,0,27322000,0,-233914,0,357000,0,0,0,357000,0,0,0,0,0,78227011,0,0,0,0,0,0,0,0,Fiscal Year 2022,594667,99930039,0,0,0,0,0,0,0,0,0,0,0,331656,0,0,0,0,0,0,0,0,0,0
663,12/31/2023 0:00:00,341,0,0,192262,0,1,0,84887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240000,4420000,2493000,249000,2146,8404146,0,0,0,0,0,0,0,0,0,0,0,0,0,19237361,0,0,0,0,0,0,0,0,01/01/2023,0,23194539,0,0,0,0,0,0,0,0,0,0,0,97395,0,0,0,0,0,0,0,0,0,0
665,12/31/2023 0:00:00,342,0,15400000,2032037,-684157,1,0,1770783,0,0,0,0,0,0,0,0,0,0,0,0,24600455,23548917,4384469,4275492,52754,56862087,0,0,0,0,0,0,0,-3950500,0,944998,0,0,0,944998,0,0,0,0,0,271657409,0,0,0,0,0,0,0,0,04/01/2023,577645,294417238,0,0,0,0,0,0,0,0,0,0,0,2034589,0,0,0,0,0,0,0,0,0,0
678,12/31/2023 0:00:00,348,0,0,100431,4123,1,0,165406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137394,0,0,549,137943,0,0,0,0,1378,20958382,0,0,0,0,0,0,0,0,01/01/2023,90000,22586330,0,0,0,0,0,0,0,0,0,0,0,173811,0,0,0,0,0,0,0,0,0,0
680,12/31/2023 0:00:00,349,0,0,40,0,1,0,86684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230000,4565000,496000,0,0,7291000,0,0,0,35005,0,0,0,35005,0,0,0,0,0,15475990,0,0,0,0,0,0,0,0,06/01/2023,67152,17415366,0,0,0,0,0,0,0,0,0,0,0,4947,0,0,0,0,0,0,0,0,0,0
687,12/31/2023 0:00:00,352,0,0,724589,0,1,0,474515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786851,0,0,0,786851,0,0,0,0,0,74718245,0,0,0,0,0,0,0,0,01/01/2023,0,81883685,0,0,0,0,0,0,0,0,0,0,0,588969,0,0,0,0,0,0,0,0,0,0
690,12/31/2023 0:00:00,353,0,0,1750,0,1,0,222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,43000000,5000000,9000000,0,77000000,0,0,0,42665,0,0,0,42665,0,0,0,0,0,155134926,0,0,0,0,0,0,0,0,03/01/2023,0,178374868,0,0,0,0,0,0,0,0,0,0,0,200640,0,0,0,0,0,0,0,0,0,0
716,12/31/2023 0:00:00,364,0,0,356785,0,1,0,43820,0,0,0,0,0,0,0,0,0,0,0,0,7891860,11075799,2033766,9030432,0,30031857,0,0,0,0,0,0,0,-2195118,0,54005,0,0,0,54005,0,0,0,0,0,64365596,0,0,0,0,0,0,0,0,03/01/2023,16237,69051435,0,0,0,0,0,0,0,0,0,0,0,66907,0,0,0,0,0,139,3057391,0,0,0
722,12/31/2023 0:00:00,366,0,0,1300465,0,1,0,356610,1386196,414749,441477,1028069,0,3270491,0,0,0,0,0,0,0,0,0,0,0,0,5440000,16102863,8892667,5500000,0,35935530,0,0,0,0,0,0,0,0,0,0,0,0,0,96276430,0,0,0,0,0,0,0,0,01/01/2023,56473,106535028,0,0,0,0,0,0,0,0,0,0,0,438451,0,8769,0,0,0,0,0,0,0,0
761,12/31/2023 0:00:00,375,0,0,2684702,2126927,1,0,1371676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8550000,26147390,5244693,2099839,600000,42641922,0,0,0,195763,0,0,-272,195491,0,0,0,0,9221,181294679,0,0,0,0,0,0,0,0,01/01/2023,78527,195675309,0,0,0,0,0,0,0,0,0,0,0,1448282,0,0,0,0,0,0,0,0,0,0
770,12/31/2023 0:00:00,378,0,0,918131,73961,1,0,408726,0,0,0,0,0,0,0,0,0,0,0,0,3648610,2929083,1555566,0,0,8133259,0,0,0,0,0,0,0,-259477,0,54163,0,0,0,54163,0,0,0,0,0,100308792,0,0,0,0,0,0,0,0,01/01/2023,0,113898637,0,0,0,0,0,0,0,0,0,0,0,469707,0,0,0,0,0,0,0,0,0,0
785,12/31/2023 0:00:00,386,0,0,1862813,0,1,0,99387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,1000000,0,0,0,39035,0,0,0,39035,0,0,0,0,0,78672102,0,0,0,0,0,0,0,0,01/01/2023,0,90472151,0,0,0,0,0,0,0,0,0,0,0,296795,0,0,0,0,0,0,0,0,0,0
794,12/31/2023 0:00:00,390,0,1113577,890291,0,1,0,263781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280000,5538000,240000,0,0,11058000,0,0,0,103550,0,0,0,103550,0,0,0,0,0,100309469,0,0,0,0,0,0,0,0,01/01/2023,130123,116497876,0,0,0,0,0,0,0,0,0,0,0,167496,0,0,0,0,0,0,0,0,0,0
795,12/31/2023 0:00:00,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055364,0,0,0,0,0,0,0,0,,0,4747444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,12/31/2023 0:00:00,393,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,475000,0,0,0,1475000,0,0,0,0,0,0,0,0,0,0,0,0,0,5646150,0,0,0,0,0,0,0,0,,0,6259663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,12/31/2023 0:00:00,398,0,34857362,10011525,5198671,1,0,12384936,0,0,0,0,1297517,1297517,0,0,0,0,0,0,20026537,60272937,81227606,99920580,13902135,275349795,960837,4092939,0,0,0,5053776,0,-25956133,0,3861414,-168192,0,-16811,3676411,0,0,0,0,0,1328550691,6,364674,342700,3,131396,0,4,298034,01/01/2023,2350431,1461238628,0,0,0,0,0,0,0,0,0,0,0,10045406,0,-101575,-2359841,0,0,0,0,0,0,-16427
817,12/31/2023 0:00:00,401,0,0,76010,0,1,0,255739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221000,0,0,0,0,1221000,0,0,0,136688,0,0,0,136688,0,0,0,0,0,23035279,0,0,0,0,0,0,0,0,01/01/2023,167531,26088626,0,0,0,0,0,0,0,0,0,0,0,84107,0,0,0,0,0,0,0,0,0,0
