"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
108,12/31/2023 0:00:00,58,0,0,0,0,29126015,5306234,1403601,45084721,0,29126015,5306234,1403601,0,0,0,0,0,0,0,0,52023,2,0,0,0,0,0,0,0,854339,0,526433,0,0,0,0,0,0,0,0,0,0,0,66782,0,0,0,0,0,0,0,0,610942,10860,84734,308491,9667,56669,6974,0,0,0,0,7381,55533,5225776,0,0,7409754,0,0,0,0,209119,639039,0,0,0,0,208,1642,159,3698,116,188,6011,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1380772,0,99786,226484,0,72783,251621,26917,282986,0,0,0,0,0,0,0,576944,1042031,0,0,0,0,0,0,0,0,0,0,8474633,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2023 0:00:00,59,0,0,0,0,31036132,1778356,823935,40086382,0,31782132,1778356,823935,0,0,0,0,0,0,0,0,92023,2,0,0,0,0,0,0,0,1277576,0,232310,0,0,0,0,0,0,0,0,0,0,0,6953,0,0,0,0,0,0,0,0,222841,5966,71852,69462,172,1793,4200,0,0,0,0,5456,16905,0,0,0,0,0,0,0,0,0,0,0,0,0,44600,195,43,52,744,0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1509886,0,72157,1052753,0,108227,0,0,352405,0,0,0,0,0,0,0,26089,4951281,0,0,0,0,0,0,0,0,0,0,5201624,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2023 0:00:00,62,0,0,0,0,73844480,13960119,0,100464046,0,73844480,13960119,0,0,0,0,22,0,0,0,0,122022,2,0,0,0,0,0,0,0,642132,0,1755729,0,0,0,0,0,0,0,0,0,0,0,117260,0,0,0,0,0,0,0,0,766985,44842,62142,422344,31432,21708,44655,0,20504,0,0,19630,32666,546545,0,0,444868,0,0,0,0,514002,2259560,0,0,0,0,967,1551,440,3515,1262,0,7735,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2457822,0,-934631,1994324,0,-1969416,0,91140,280573,0,0,0,0,0,0,0,235847,3827632,0,0,0,0,0,0,0,0,0,0,19286804,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,261746,0,0,0,0,0,3000000,0,0,3000000,16916056,0,0,195855,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,12/31/2023 0:00:00,63,0,0,0,0,110816237,1971077,150510,122902222,0,110816237,1971077,150510,0,0,0,0,0,0,0,0,62023,3,0,0,0,0,0,0,0,2812859,0,1469667,0,0,0,0,0,0,0,0,0,0,0,730354,0,0,0,0,0,0,0,0,2069589,13354,212272,957931,159018,456849,175747,0,0,0,0,15921,78200,11570974,0,0,1539422,0,0,0,0,0,7482056,0,0,0,-91510,383,3773,140,10912,0,350,15558,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,4282526,0,784096,409004,0,239028,0,104639,0,0,0,0,0,0,0,0,520648,11253371,0,0,0,0,0,0,0,0,-449488,0,10213178,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5240000,0,0,2286029,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,12/31/2023 0:00:00,69,0,0,0,0,863338,0,0,1032655,0,863338,0,0,0,0,0,5,0,0,0,0,32023,2,0,0,0,0,0,0,0,15973,0,26094,0,0,0,0,0,0,0,0,0,0,0,1777,0,0,0,0,0,0,0,0,25797,0,0,14588,0,3584,4127,0,0,0,0,187,1436,16083,0,0,0,0,0,0,0,0,156875,0,0,0,0,0,0,0,156,103,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,41833,0,3597,418,0,-407,0,3333,0,0,0,0,0,0,0,0,457,113014,0,0,0,0,0,0,0,0,0,0,166063,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2023 0:00:00,70,0,0,0,0,70263779,4295566,522929,84706444,0,70263779,4295566,522929,0,0,0,33,0,0,0,0,62023,2,0,0,0,0,0,0,0,2509912,0,960131,0,0,0,0,0,0,0,0,0,0,0,335254,0,0,0,0,0,0,0,0,1107893,11124,75798,302244,33543,263514,656486,0,29156,0,0,13707,0,13420352,0,0,11624188,0,0,0,0,997094,465623,0,0,0,0,596,2716,158,6071,257,103,9901,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,3470043,0,769307,533085,0,1175711,0,313544,33024,0,0,0,0,0,0,0,667634,4284111,0,0,0,0,0,0,0,0,0,0,8910016,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,10602330,0,0,0,0,0,0,0,0,0,20831447,0,0,402067,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2023 0:00:00,72,0,0,0,0,38124718,245640,62275,43025256,0,39261250,245640,62275,0,0,0,28,0,0,0,0,62023,3,0,0,0,0,0,0,0,1240739,0,250668,0,0,0,0,0,0,0,0,0,0,0,123396,0,0,0,0,0,0,0,0,625664,3462,78834,354468,3242,168409,246405,0,0,0,0,13866,15198,17431599,0,0,4065046,0,0,0,0,588605,396491,0,0,0,0,53,3533,48,10129,28,0,13792,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1491407,0,521704,59629,0,430533,0,72987,113,0,0,0,0,0,0,0,625369,-28165,0,0,0,0,0,0,0,0,0,0,3683555,856,0,0,0,10792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,21240235,0,0,0,0,0,0,0,0,0,3650000,0,0,713792,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,12/31/2023 0:00:00,74,0,0,0,0,4805701,0,0,5249727,0,4805701,0,0,0,0,0,0,0,0,0,0,82023,2,0,0,0,0,0,0,0,123214,0,48300,0,0,0,0,0,0,0,0,0,0,0,6021,0,0,0,0,0,0,0,0,31875,0,0,9418,0,2304,6104,0,0,0,0,1014,819,2141005,0,0,1475485,0,0,0,0,0,26329,0,0,0,0,0,0,0,363,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,171514,0,-7221,116310,0,-5951,0,0,0,0,0,0,0,0,0,0,0,223538,0,0,0,0,0,0,0,0,0,0,443783,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200559,0,0,26329,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2023 0:00:00,75,0,0,0,0,1440555,0,0,1584304,0,1440555,0,0,0,0,0,0,0,0,0,0,122023,2,0,0,0,0,0,0,0,34730,2084,7410,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6459,0,0,4537,170,0,1066,0,0,0,0,269,601,555302,0,0,257179,0,0,0,0,0,22463,0,0,0,0,0,0,0,127,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40056,0,3,22221,0,4736,0,0,0,0,0,0,0,0,0,0,0,188832,0,0,0,0,0,0,0,0,0,0,142831,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2023 0:00:00,77,0,0,0,0,365721489,14569163,12440369,431528837,0,365721489,14569163,12440369,0,0,0,215,0,0,0,0,62023,2,0,0,0,0,0,0,0,15267777,0,5691694,0,0,0,0,0,0,0,0,0,0,0,1884827,0,0,0,0,0,0,0,0,9297415,167640,397528,2981612,671081,1232988,1099769,0,27637,0,0,71759,435981,26262334,0,0,48601277,0,0,0,0,18335416,19648823,0,0,0,0,1666,13444,636,30873,0,1976,48595,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,20959471,0,4577327,4460197,0,2737059,0,0,0,0,0,0,0,0,0,0,5699474,10664706,0,0,0,0,0,0,0,0,0,0,40241548,931,0,0,0,936374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,7076541,0,0,0,0,0,0,0,0,0,107391500,0,0,9919021,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,12/31/2023 0:00:00,78,0,0,0,0,769053839,45663728,7502719,969364811,0,772076001,45663728,7502719,0,0,0,454,0,0,0,0,122022,2,0,0,0,0,0,0,0,40314991,0,4865498,0,0,0,0,0,0,0,0,0,0,0,2778964,0,0,0,0,0,0,0,0,19185294,368514,1169499,6520997,989585,4423434,947177,0,0,0,0,153609,179477,75911144,0,0,42505108,0,0,0,0,52293306,83016377,0,0,606,219859,6091,32859,2747,61715,0,2842,106458,0,0,0,0,0,0,0,0,0,0,0,0,0,164,1,0,0,0,0,0,0,45180489,0,8395483,8599455,0,7270042,0,16925,1946765,0,0,0,0,0,0,969364811,2661606,45615337,0,0,0,0,0,0,0,0,0,0,122339628,1260,0,77420564,0,147515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,116537709,0,0,0,0,0,25000000,0,0,25000000,243288750,0,0,1390565,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,12/31/2023 0:00:00,80,0,0,0,0,382309,0,0,470476,0,382309,0,0,0,0,0,0,0,0,0,0,92023,2,0,0,0,0,0,0,0,7826,0,12238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16437,500,0,6311,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,42599,0,0,0,0,0,0,0,78,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20515,0,0,864,0,-4893,0,0,0,0,0,0,0,0,0,0,20,133294,0,0,0,0,0,0,0,0,0,0,88167,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2023 0:00:00,83,0,0,0,0,1634679547,92255848,5484127,2339512635,0,1652127781,107549577,5484127,0,0,0,1195,0,0,0,0,122022,2,0,0,0,0,0,0,0,97194197,0,11108654,0,0,0,0,0,0,0,0,0,0,0,16712373,0,0,0,0,0,0,0,0,39570428,968981,4203207,9957021,2515304,5128920,9792607,0,0,0,0,332725,6836537,272502200,0,0,46456840,0,0,0,0,34757359,101571893,0,0,-161986,0,9165,82933,2216,95492,12274,4993,211997,0,0,0,0,0,0,0,0,0,0,0,0,0,442,13,0,0,0,0,0,0,108302851,0,40024916,35412149,0,26129302,0,1150000,627,0,0,0,0,0,0,2298310197,10445928,25601489,0,0,0,0,0,0,0,-478337,0,0,290777169,1262,0,1126654720,0,228475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450,71453885,0,0,0,0,0,250453120,39553522,0,290006642,701011248,0,0,13533148,1692.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,12/31/2023 0:00:00,85,0,0,0,0,157262145,4758770,1260450,181004375,0,157262145,4758770,1260450,0,0,0,41,0,0,0,0,122022,2,0,0,0,0,0,0,0,4714300,0,2439514,0,0,0,0,0,0,0,0,0,0,0,638297,0,0,0,0,0,0,0,0,2682090,3207,568661,1478843,55565,478219,425679,0,0,0,0,31638,63871,10999845,0,0,18397370,0,0,0,0,5053223,6285954,0,0,9892,0,736,7953,646,13529,0,655,23519,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,7153814,0,1405686,590779,0,1723948,0,0,0,0,0,0,0,0,0,0,711290,19972539,0,0,0,0,0,0,0,0,0,0,16057298,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30486232,0,0,187074,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,12/31/2023 0:00:00,87,0,0,0,0,523803677,29038762,3745313,630158202,0,523903677,29038762,3745313,0,0,0,66,0,0,0,0,122022,2,0,0,0,0,0,0,0,18634641,0,4042755,0,0,0,0,0,0,0,0,0,0,0,5298765,0,0,0,0,0,0,0,0,13918200,196147,781325,1801450,628758,1200791,2395811,0,0,0,0,90049,121708,92074846,0,0,11759666,0,0,0,0,5187037,14043484,0,0,28419,235951,6165,25408,1456,43243,0,2559,78832,0,0,0,0,0,0,0,0,0,0,0,0,0,174,4,0,0,0,0,0,0,22716771,0,9627978,7357206,0,3620893,0,1500000,962169,0,0,0,0,0,0,0,12817724,55852687,0,0,0,0,0,0,0,0,0,0,61090417,969,0,309108489,0,158706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301816922,0,0,1485655,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,12/31/2023 0:00:00,88,0,0,0,0,34422545,0,0,39025896,0,35668545,0,0,0,0,0,4,0,0,0,0,92023,2,0,0,0,0,0,0,0,1161896,0,249841,0,0,0,0,0,0,0,0,0,0,0,187689,0,0,0,0,0,0,0,0,745384,25438,117247,454783,54652,48258,94335,0,5200,0,0,6334,14464,6739040,0,0,6597225,0,0,0,0,0,547925,0,0,0,0,6,1238,18,4971,392,32,6661,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1411737,0,355391,72102,0,142651,49316,0,31,0,0,0,0,0,0,0,496027,1604411,0,0,0,0,0,0,0,0,0,0,3224011,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,10156993,0,0,0,0,0,0,0,0,0,5000000,0,0,102664,1701.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,12/31/2023 0:00:00,89,0,0,0,0,1083966,0,0,1791177,0,1083966,0,0,0,0,0,0,0,0,0,0,122022,2,0,0,0,0,0,0,0,77598,0,15933,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,0,0,0,69498,875,0,4875,922,31,24794,0,2527,0,0,363,11348,0,0,0,0,0,0,0,0,0,550204,0,0,0,0,0,0,0,305,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,95243,0,3840,4025,0,-20175,0,830,0,0,0,0,0,0,0,0,10,941286,0,0,0,0,0,0,0,0,0,0,707211,3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,12/31/2023 0:00:00,91,0,0,0,0,325210784,9693795,2842495,397194535,0,325211788,9693795,2842495,0,0,0,835,0,0,0,0,122022,2,0,0,0,0,0,0,0,18409046,0,2056904,0,0,0,0,0,0,0,0,0,0,0,6192568,0,0,0,0,0,0,0,0,10499717,283786,916539,6736732,557832,1160724,424567,0,0,0,0,73267,561589,81744916,0,0,44974006,0,0,0,0,19627804,38520789,0,0,55560,0,2347,28301,280,42589,0,993,74511,0,0,0,0,0,0,0,0,0,0,0,0,0,124,2,0,0,0,0,0,0,20465950,0,11219995,2492278,0,2136498,0,637443,0,0,0,0,0,0,0,0,5338207,23780703,0,0,0,0,0,0,0,0,0,0,54762008,1373,0,0,0,891068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83558644,0,0,14241936,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,12/31/2023 0:00:00,92,0,0,0,0,1355902389,8884175,3688569,1607112126,0,1355902389,8884175,3688569,0,0,0,188,0,0,0,0,32023,3,0,0,0,0,0,0,0,36746239,0,14478687,0,0,0,0,0,0,0,0,0,0,0,6058675,0,0,0,0,0,0,0,0,26496373,254808,2855925,7375931,3843003,2179853,4125787,0,12336,0,0,264975,566504,178367739,0,0,93327064,0,0,0,0,35659163,30698655,0,0,-46127,0,4403,81848,2870,152351,19,100,241591,0,0,0,0,0,0,0,0,0,0,0,0,0,302,17,0,0,0,0,0,0,51224926,0,17277685,7025621,0,9137296,0,907843,552562,0,0,0,0,0,0,0,12053260,159091826,0,0,0,0,0,0,0,0,0,0,255768986,1591,0,56789977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205000000,0,0,34137123,1675.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,12/31/2023 0:00:00,100,0,0,0,0,23876409,757933,63818,29093375,0,23876409,757933,63818,0,0,0,17,0,0,0,0,122022,3,0,0,0,0,0,0,0,745061,0,634413,0,0,0,0,0,0,0,0,0,0,0,243038,0,0,0,0,0,0,0,0,688958,27579,119105,258475,30717,108392,484218,0,4612,0,0,0,23646,4087762,0,0,1494864,0,0,0,0,0,1122864,0,0,-25225,0,283,2368,43,4391,0,77,7162,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,1379474,0,543150,44057,0,12916,0,196213,0,0,0,0,0,0,0,0,160000,8121794,0,0,0,0,0,0,0,0,0,0,4120697,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,242699,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,12/31/2023 0:00:00,104,0,0,0,0,13774036,780735,0,16079151,0,13774036,780735,0,0,0,0,0,0,0,0,0,92023,3,0,0,0,0,0,0,0,722806,0,30505,0,0,0,0,0,0,0,0,0,0,0,163090,0,0,0,0,0,0,0,0,308613,10874,26770,130824,11359,37203,99858,0,0,0,0,2771,21988,7818973,0,0,4042855,0,0,0,0,186910,337752,0,0,0,0,115,810,46,2427,0,0,3398,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,753311,0,187677,87154,0,131902,0,6961,0,0,0,0,0,0,0,0,188171,1084224,0,0,0,0,0,0,0,0,0,0,1480273,921,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,123648,0,0,0,0,0,0,0,0,0,500000,0,0,5625,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
