"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
47,12/31/2023 0:00:00,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11475598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9543138,0,0,0,0,1602331,1196685,0,14762443,0,0,0,0,0,982213,0,133,0,0,0,0,0,5047,0,26610,0,0,0,0,0,0,0,0,0,0,0,0,0,321,128,26,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313368,0,0,0,0,0,0,0,0,1313368,48240470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12/31/2023 0:00:00,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31250,0,0,0,0,0,0,0,0,0,0,0,0,31069987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8371202,0,0,31684,0,1950497,903296,11952,0,0,0,0,0,0,158545,0,191,0,0,0,0,0,7902,0,135267,0,0,0,0,0,0,0,0,0,0,0,0,0,561,865,19,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14040196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6944,0,0,0,0,5,8973,0,8772,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769946,0,0,0,0,0,0,0,0,1769946,50643822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,12/31/2023 0:00:00,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62804069,0,0,0,0,0,0,0,0,0,0,0,0,2071660455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82439730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000000,2040116,0,0,100000,0,0,0,1535341071,0,0,45752343,19072698,198404744,277471558,15910945,2339384877,0,0,0,0,0,4824701,0,57354,0,0,0,0,0,1224114,0,5689558,0,0,0,0,0,0,0,0,0,0,0,0,0,109299,73650,94,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447269492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817455,0,616435,0,0,684,3945040,0,5412312,1061652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578621412,0,0,0,0,0,0,0,0,578621412,6728564089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12/31/2023 0:00:00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35929986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18881806,0,0,5928,26288,1336284,76058,569,2607878,0,0,0,0,0,147189,0,86,0,0,0,0,0,10024,0,78948,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,302,6,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4904810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23236,0,8870,0,0,26,53842,0,58837,7132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4980579,0,0,0,0,0,0,0,0,4980579,55045385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,12/31/2023 0:00:00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10795428,0,0,0,0,0,0,0,0,0,0,0,0,99998539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38200270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20622800,0,0,0,0,0,0,0,100581174,0,0,2246952,354221,10672790,19802806,661565,105566129,0,0,0,0,0,490799,0,510,0,0,0,0,0,63893,0,62101,0,0,0,0,0,0,0,0,0,0,0,0,0,6071,4733,21,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62211,0,16819,0,0,36,102043,0,113679,30509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19322649,0,0,0,0,0,0,0,0,19322649,371752962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,12/31/2023 0:00:00,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12371699,0,0,0,0,0,0,0,0,0,0,0,0,80132020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34231557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53904756,0,0,0,0,8889369,500480,170310,9144026,0,0,0,0,0,2141762,0,930,0,0,0,0,0,29704,0,38881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,13,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6502626,0,0,0,0,0,0,0,0,6502626,189420910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,12/31/2023 0:00:00,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368122,0,0,0,0,0,0,0,0,0,0,0,0,196161178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12180378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,102305,0,0,0,223634871,0,0,5012586,4164020,23018830,34695644,14924447,118087510,0,0,0,0,0,1770909,0,4146,0,0,0,0,0,75694,0,548326,0,0,0,0,0,0,0,0,0,0,0,0,0,7810,4906,31,102023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46150,0,0,0,0,68,126857,0,390887,39248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81041079,0,0,0,0,0,0,0,0,81041079,689238085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,12/31/2023 0:00:00,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98538872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88179902,0,0,827078,272854,5306012,3726249,528315,42050557,0,0,0,0,0,1563933,0,560,0,0,0,0,0,36774,0,82336,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,2745,23,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67049,0,224316,0,0,68,317614,0,140409,22770,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15329941,0,0,0,0,0,0,0,0,15329941,239841639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,12/31/2023 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49740,0,0,0,0,0,0,0,0,0,0,0,0,3411891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104433,0,0,0,0,0,0,0,0,31908,0,122,0,0,0,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,105,4,12024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826,0,0,1,2826,0,21609,7557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,12/31/2023 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9619826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438056,0,0,0,0,0,474011,0,0,0,0,0,0,0,21276,0,56,0,0,0,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2,62022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8760,0,0,0,0,0,0,0,0,8760,10604787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2023 0:00:00,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20578696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8189368,0,0,1202477,781266,7413827,1219177,290903,14117663,0,0,0,0,0,36728,0,49,0,0,0,0,0,12937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,661,7,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11502,0,11847,0,1455,12,33783,0,15785,4826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226398,0,0,0,0,0,0,0,0,226398,63683415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,12/31/2023 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628624,0,0,0,0,0,0,0,0,0,0,0,0,13397745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4856384,0,0,517133,0,3796927,4789101,1403601,6320139,0,0,0,0,0,47314,0,261,0,0,0,0,0,6011,0,16583,0,0,0,0,0,0,0,0,0,0,0,0,0,282,273,6,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,15886,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372965,0,0,0,0,0,0,0,0,372965,35462885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2023 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16455377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746000,0,0,0,87306,0,0,437234,823935,1971645,1341122,0,0,0,0,0,0,0,1311833,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5784722,0,0,0,0,0,0,0,0,5784722,28599702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2023 0:00:00,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526386,0,0,0,0,0,0,0,0,0,0,0,0,35678120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,4216527,0,0,2027644,0,5557603,11932475,0,0,0,0,0,0,0,666723,0,44,0,0,0,0,0,7735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,655,2,72021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8578,0,0,0,0,5,14607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7430522,0,0,0,0,0,0,0,0,7430522,80374077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,12/31/2023 0:00:00,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71755421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18449623,0,0,193504,0,1720161,1777573,150510,11230446,0,0,0,0,0,41818,0,63,0,0,0,0,0,15558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,2,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59067000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2762019,0,0,0,0,0,0,0,0,2762019,110175805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,12/31/2023 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8261,0,0,0,0,0,0,0,0,0,0,0,0,855077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4336,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,62022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2023 0:00:00,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560253,0,0,0,0,0,0,0,0,0,0,0,0,35444410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13593908,0,0,304577,23491,2092192,3990989,499438,3701798,0,0,0,0,0,1527064,0,446,0,0,0,0,0,9901,0,35006,0,0,0,0,0,0,0,0,0,0,0,0,0,882,382,22,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1076,0,6482,2140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521416,0,0,0,0,0,0,0,0,3521416,71560858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2023 0:00:00,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30799,0,0,0,0,0,0,0,0,0,0,0,24962366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136532,0,0,0,12025078,0,0,21224,6850,932260,193617,55425,0,0,0,0,0,0,170931,0,204,0,0,0,0,0,13791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,141,11,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008,0,1242,0,0,4,8191,0,6502,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39569164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,12/31/2023 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4805701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270656,0,52,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4805701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2023 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91421,0,9,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2023 0:00:00,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135279100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94599216,0,0,3155267,2069637,13668208,11413896,10370732,100046404,0,0,0,0,0,27781,0,1344,0,0,0,0,0,48595,0,468847,0,0,0,0,0,0,0,0,0,0,0,0,0,6750,5707,5,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26898502,0,4931375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176528,0,74696,0,0,59,335303,0,684387,30712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40629002,0,0,0,0,0,0,0,0,40629002,352102019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,12/31/2023 0:00:00,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250507554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13933623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,0,3022162,0,0,0,197127554,0,0,7734782,1964660,32026096,37928946,5538059,133575540,0,0,0,0,0,2059857,0,1550,0,0,0,0,0,106254,0,1199678,0,0,0,0,0,0,0,0,0,0,0,0,0,18859,10682,18,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582800,0,111282,0,0,152,942623,0,1018770,146909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70348732,0,0,0,0,0,3022162,0,0,73370894,751871553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
