"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
47,12/31/2023 0:00:00,30,1/26/2024 10:08:48 PM,1812049,51519,0,56422933,0,49553838,49553838,0,35604,0,0,1305,23728278,413,7244363,37557,0,0,0,0,0,0,0,2346,4000,0,0,0,436514,0,0,0,0,0,0,1095,1000,600,650,10730,0,0,0,0,0,0,0,0,0,0,0,0,0,11475598,0,0,0,1291896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478676,0,0,0,0,410691,0,0,9543138,1602331,10973643,12170328,14762443,0,6458404,0,0,435,0,0,0,0,0,0,0,0,0,134784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60304,23618,211201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12/31/2023 0:00:00,31,1/11/2024 10:04:28 PM,1488972,83173,0,64978307,0,52413768,52413768,0,120870,26824,0,2312,21932288,1796,8419725,207494,0,0,0,0,0,0,0,4121,24000,0,0,0,484360,0,0,0,0,0,0,1000,1401,366,649,304214,105167,0,0,0,0,31250,0,0,0,0,0,0,0,31069987,0,0,0,2382762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514003,0,0,0,0,206642,0,0,8371202,1918813,10075584,10990832,0,0,13345349,0,0,525,0,0,0,0,0,0,0,0,0,245386,0,11011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63967,74844,6570171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,12/31/2023 0:00:00,32,1/30/2024 10:11:11 PM,54298645,37352851,0,9026817759,0,7307085501,7307185501,0,11543524,4852292,10210348,310177,6645019054,250210,2310642735,39412117,0,0,0,0,0,0,0,484531,1902090,0,0,22934804,88716580,0,0,0,0,0,3,1349,1400,549,674,16994082,5568727,0,0,0,0,62804069,0,0,0,0,0,0,0,2071660455,0,0,0,284807721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67714831,0,0,0,0,122043277,1002040116,100000,1535341071,133579703,806107783,1099490286,2339384877,0,430508249,0,0,23664,0,0,0,0,0,0,0,0,0,73807970,0,3478152,0,0,0,0,0,0,0,0,0,0,783236712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960990,3276613,116374182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12/31/2023 0:00:00,33,1/19/2024 10:06:37 PM,1455771,57303,0,65702405,0,60025964,60025964,0,44835,183196,0,2466,39697856,316,9695864,405277,0,0,0,0,0,0,0,5337,23855,0,0,340,65100,0,0,0,0,0,0,1045,860,645,690,84250,34519,0,0,0,0,0,0,0,0,0,0,0,0,35929986,0,0,0,2564716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589338,0,0,0,0,980783,0,0,18881806,1304068,1193382,1270009,2607878,0,5435692,0,0,317,0,0,0,0,0,0,0,0,0,509027,0,199606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116514,86097,5638642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,12/31/2023 0:00:00,35,1/17/2024 10:04:14 PM,12969309,615736,0,458283005,0,391075611,391075611,0,990870,675975,33335,22333,283935049,5769,228187877,2351125,0,0,0,0,0,0,0,33832,998821,0,0,693113,3528544,0,0,0,0,0,0,1675,1174,799,849,805750,202149,0,0,0,0,10795428,0,0,0,0,0,0,0,99998539,1629107,0,0,17022822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3704463,0,0,0,0,9239719,20622800,0,100581174,8071617,42997180,63461551,105566129,0,47506033,0,0,6974,0,0,0,0,0,0,0,0,0,2719779,0,79927,0,0,0,0,0,0,0,0,0,0,12191088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812744,249856,12478136,0,0,0,0,0,4669793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,12/31/2023 0:00:00,41,1/10/2024 10:03:33 PM,1850509,687822,0,208975459,0,195923536,195923536,0,328933,12404,0,6585,141429531,2135,83383028,596461,0,0,0,0,0,0,0,17958,891342,0,0,47877,777817,0,0,0,0,0,0,0,1226,263,400,561745,283507,0,0,0,0,12371699,0,0,0,0,0,0,0,80132020,0,0,0,9174576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925822,0,0,0,0,430468,0,0,53904756,8889369,30810876,31481666,9144026,0,16557875,0,0,4209,0,0,0,0,0,0,0,0,0,1265048,0,0,0,0,0,0,0,0,0,0,0,0,13040390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267229,117017,1789985,0,0,0,0,0,8009246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,12/31/2023 0:00:00,43,2/12/2024 11:15:50 AM,30300712,3189321,0,853898193,0,770176859,770279164,0,833903,215595,265401,25749,615200094,5664,202298961,2468817,0,0,0,0,0,0,0,43190,128053,0,0,2342137,7190428,0,0,0,0,0,2,1500,1800,764,764,2342438,695846,0,0,0,0,368122,0,0,0,0,0,0,0,196161178,0,0,0,29071111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6869302,0,0,0,0,5763625,8000000,102305,223634871,13842224,159286256,208906347,118087510,0,83562484,0,0,5193,0,0,0,0,0,0,0,0,0,5674323,0,297810,0,0,0,0,0,0,0,0,0,0,68803672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120229,548473,22757886,0,0,0,0,0,2271717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,12/31/2023 0:00:00,46,1/30/2024 10:05:22 PM,5701337,1000724,0,295399987,0,255171580,255171580,0,1314291,1169696,1008078,14170,229736080,2258,71183619,4644071,0,0,0,0,0,0,0,24075,1280844,0,0,0,1841320,0,0,0,0,0,0,1295,1300,600,725,1244703,138473,0,0,0,0,0,0,0,0,0,0,0,0,98538872,8597717,0,0,9550697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440329,0,0,0,0,6536665,0,0,88179902,4206080,16841673,21096237,42050557,0,25169400,0,0,6828,0,0,0,0,0,0,0,0,0,4435629,0,60766,0,0,0,0,0,0,0,0,0,0,15987153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709962,153968,9797182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,12/31/2023 0:00:00,49,1/29/2024 10:07:08 PM,0,2772,0,8658535,0,3566064,3566064,0,68054,13581,3993,524,4032026,120,2142803,137277,0,0,0,0,0,0,0,1424,2000,0,0,0,9243,0,0,0,0,0,0,1299,1179,299,435,65755,34118,0,0,0,0,49740,0,0,0,0,0,0,0,3411891,0,0,0,309867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46158,0,0,0,0,27842,0,0,0,104433,0,0,0,0,5064629,0,0,121,0,0,0,0,0,0,0,0,0,83297,0,20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6700,17917,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,12/31/2023 0:00:00,54,1/26/2024 10:14:00 PM,0,0,0,12612419,0,10613547,10613547,0,775,0,0,320,5058332,146,2270537,16339,0,0,0,0,0,0,0,1285,2000,0,0,0,23712,0,0,0,0,0,0,0,646,375,503,0,9461,0,0,0,0,0,0,0,0,0,0,0,0,9619826,0,0,0,267763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121389,0,0,0,0,12962,0,0,438056,0,81654,555665,0,0,1898491,0,0,59,0,0,0,0,0,0,0,0,0,18645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5995,12539,20536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2023 0:00:00,57,1/30/2024 10:37:09 PM,903285,12373,0,75928276,0,63909813,63909813,0,131615,80051,15103,5984,25636054,449,7857056,303671,0,0,0,0,0,0,0,5417,20000,0,0,0,493282,0,0,0,0,0,0,1137,1181,464,572,109801,48369,0,0,0,0,0,0,0,0,0,0,0,0,20578696,0,0,0,2249609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637377,0,0,0,0,222520,0,0,8189368,5430084,12100179,13610259,14117663,0,11795943,0,0,4017,0,0,0,0,0,0,0,0,0,413122,0,105219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67389,91908,2814394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,12/31/2023 0:00:00,58,1/15/2024 10:04:01 PM,534856,29550,0,45084721,0,35835850,35835850,0,0,0,14564,1396,17824429,816,9018349,63817,0,0,0,0,0,0,0,3698,25000,0,0,4433,222051,0,0,0,0,0,0,1250,1400,699,774,32870,1595,0,0,0,0,628624,0,0,0,0,0,0,0,13397745,833047,0,0,1151251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365824,0,0,0,0,491252,0,0,4856384,3279794,643329,6836031,6320139,0,7641586,0,0,342,0,0,0,0,0,0,0,0,0,165651,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2023 0:00:00,59,1/5/2024 10:03:03 PM,1392287,15508,0,40086382,0,33638424,34384424,0,0,0,0,94,29755159,25,8935549,0,0,0,0,0,0,0,0,557,1500,0,0,0,1052753,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16455377,507605,0,0,398647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253640,0,0,0,0,147929,0,746000,87306,710476,13782973,15124095,0,0,4694019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5218086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2023 0:00:00,62,1/29/2024 10:17:36 PM,0,8878,0,100464046,0,87804599,87804599,0,33164,39617,70092,1082,13895934,89,1850650,159162,0,0,0,0,0,0,0,3985,17000,0,0,136461,1857863,0,0,0,0,0,0,1290,1085,491,491,0,0,0,0,0,0,1526386,0,0,0,0,0,0,0,35678120,1500000,0,0,1466908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828698,0,0,0,0,64267,3000000,0,4216527,3529959,28893488,40825963,0,0,17356528,0,0,43,0,0,0,0,0,0,0,0,0,673391,0,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45178,215375,3532913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,12/31/2023 0:00:00,63,1/30/2024 10:08:20 PM,5602944,57748,0,122902222,0,112937824,112937824,0,120958,77402,0,2334,44124451,812,14679004,227111,0,0,0,0,0,0,0,8903,1046685,0,0,0,409004,0,0,0,0,0,0,0,887,454,499,365663,80995,0,0,0,0,0,0,0,0,0,0,0,0,71755421,1019335,0,0,4138881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149087,0,0,0,0,203607,0,0,18449623,1526657,7854090,9782173,11230446,0,9190944,0,0,829,0,0,0,0,0,0,0,0,0,347227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175777,101767,758658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,12/31/2023 0:00:00,69,1/26/2024 10:20:00 PM,0,0,0,1032655,0,863338,863338,0,7077,5119,22120,42,172958,31,142522,34316,0,0,0,0,0,0,0,156,500,0,-4300,0,418,0,0,0,0,0,0,0,1626,0,243,13882,15794,0,0,0,0,8261,0,0,0,0,0,0,0,855077,0,0,0,49719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,0,0,0,0,3254,0,0,0,0,0,0,0,0,166063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2023 0:00:00,70,2/1/2024 10:07:13 PM,193417,572470,0,84706444,0,75082274,75082274,0,101903,103758,103540,4047,55577316,786,20576407,428400,0,0,0,0,0,0,0,6218,750000,0,0,10482,522603,0,0,0,0,0,0,1250,1300,450,640,57338,49303,0,0,0,0,560253,0,0,0,0,0,0,0,35444410,0,0,0,2493465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726574,0,0,0,0,694208,0,0,13593908,1764124,15199286,19689713,3701798,0,8906273,0,0,1703,0,0,0,0,0,0,0,0,0,297586,0,23847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157473,118903,219126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2023 0:00:00,72,1/24/2024 10:06:00 PM,1737795,101860,0,43025256,0,38432632,39569164,0,233940,1242,22630,2130,28130284,499,11705798,368960,0,0,0,0,0,0,0,9317,107848,0,13401,5773,53856,0,0,0,0,0,1,990,1200,645,845,41349,12205,0,0,0,0,30799,0,0,0,0,0,0,0,24962366,951797,0,0,1509548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403801,0,0,0,0,156158,0,1136532,12025078,904186,233088,482130,0,0,2731758,0,0,935,0,0,0,0,0,0,0,0,0,366088,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80462,34546,119315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,12/31/2023 0:00:00,74,1/22/2024 10:05:51 PM,0,0,0,5249727,0,4805701,4805701,0,0,0,0,222,4695751,74,2544066,0,0,0,0,0,0,0,0,362,372,0,2400,0,116310,0,0,0,0,0,0,0,1800,500,600,410,0,0,0,0,0,0,0,0,0,0,0,0,0,4805701,76358,0,0,51534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57016,0,0,0,0,243,0,0,0,0,0,0,0,0,367425,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4248,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2023 0:00:00,75,1/25/2024 6:16:40 PM,0,2186,0,1584304,0,1440555,1440555,0,0,0,0,54,1035724,24,452665,0,0,0,0,0,0,0,0,127,180,0,0,0,22221,0,0,0,0,0,0,0,900,450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440555,14148,0,0,13102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15668,0,0,0,0,918,0,0,0,0,0,0,0,0,128683,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2023 0:00:00,77,1/26/2024 10:15:33 PM,4367515,397855,0,431528837,0,392731021,392731021,0,999478,992871,1000,17941,290173637,2010,61239340,2974722,0,0,0,0,0,0,0,24392,1000000,0,0,1159168,3301029,0,0,0,0,0,0,1313,1189,361,502,2984133,510360,0,0,0,0,0,0,0,0,0,0,0,0,135279100,0,0,0,16383410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557847,0,0,0,0,5738345,0,0,94599216,8443304,27353465,49138093,100046404,0,39673449,0,0,1409,0,0,0,0,0,0,0,0,0,2058782,0,161596,0,0,0,0,0,0,0,0,0,0,9985707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397247,684680,23475059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
